epoch,lr,train_loss,train_mae,val_loss,val_mae,val_rmse,epoch_time_sec
1,0.0013333333333333333,34.655743789672854,35.155743789672854,43.723262786865234,44.223262786865234,46.411415100097656,16.953
2,0.002,34.50883808135986,35.00883808135986,41.83119201660156,42.33119201660156,44.59157180786133,1.285
3,0.002,34.09138946533203,34.59138946533203,40.606788635253906,41.106788635253906,43.47568130493164,1.222
4,0.0019996395276708854,33.38436336517334,33.88436336517334,40.5134391784668,41.0134391784668,43.584957122802734,1.198
5,0.0019985583705641415,32.62878570556641,33.12878570556641,41.54079055786133,42.04079055786133,45.52534866333008,1.213
6,0.00199675730813421,31.859949111938477,32.35994911193848,40.929080963134766,41.429080963134766,45.749977111816406,1.591
7,0.001994237638847428,31.32666130065918,31.82666130065918,38.86180877685547,39.36180877685547,42.532161712646484,1.962
8,0.0019910011792459085,31.19022274017334,31.69022274017334,37.49424362182617,37.99424362182617,40.742210388183594,1.886
9,0.001987050262637913,30.225831031799316,30.725831031799316,36.6713981628418,37.1713981628418,39.6806640625,1.676
10,0.0019823877374156645,29.25751953125,29.75751953125,37.27534484863281,37.77534484863281,40.76584243774414,1.807
11,0.001977016965001817,28.493091201782228,28.993091201782228,37.28914260864258,37.78914260864258,41.68705749511719,1.975
12,0.001970941817426052,27.759912109375,28.259912109375,33.54069519042969,34.04069519042969,36.77461624145508,1.594
13,0.0019641666745335625,27.03096237182617,27.521534156799316,32.64524459838867,33.14524459838867,35.949501037597656,1.764
14,0.0019566964208274254,26.531991004943848,27.029509925842284,32.356075286865234,32.856075286865234,35.68416976928711,1.752
15,0.0019485364419471454,25.773310279846193,26.271533584594728,32.23713302612305,32.73713302612305,35.5654182434082,2.358
16,0.0019396926207859084,25.02666072845459,25.52666072845459,32.23799514770508,32.73799514770508,35.56438064575195,1.873
17,0.0019301713332493386,24.293907737731935,24.79384822845459,30.652313232421875,31.152313232421875,34.11786651611328,1.803
18,0.0019199794436588243,23.585449981689454,24.085449981689454,29.42514991760254,29.92514991760254,32.99790954589844,1.746
19,0.0019091242998027238,22.75496006011963,23.254493141174315,28.550642013549805,29.050642013549805,32.19272994995117,1.668
20,0.0018976137276390142,22.08686981201172,22.57822322845459,27.63385009765625,28.13385009765625,31.3798770904541,1.811
21,0.0018854560256532098,21.57591018676758,22.065234565734862,26.94202995300293,27.44202995300293,30.663633346557617,1.728
22,0.0018726599588756144,20.975184631347656,21.475000381469727,33.736083984375,34.236083984375,39.81137466430664,1.707
23,0.001859234752562217,20.431247520446778,20.93017635345459,27.394805908203125,27.894805908203125,31.49774742126465,1.75
24,0.001845190085543795,19.82753963470459,20.32753963470459,25.050392150878906,25.550392150878906,29.09705352783203,1.811
25,0.0018305360832480118,19.270454978942873,19.76699275970459,24.337974548339844,24.83085823059082,28.46760368347168,1.873
26,0.0018152833103995444,18.78082618713379,19.274511909484865,24.056636810302734,24.539403915405273,28.21283531188965,1.929
27,0.0017994427634035013,18.15454444885254,18.65380916595459,23.653690338134766,24.140396118164062,27.8448429107666,1.898
28,0.0017830258624176223,17.56224842071533,18.058692169189452,22.921552658081055,23.421552658081055,27.15584945678711,1.801
29,0.001766044443118978,17.149788665771485,17.642383766174316,21.962369918823242,22.462369918823242,26.27124786376953,1.903
