epoch,lr,train_loss,train_mae,val_loss,val_mae,val_rmse,epoch_time_sec
1,0.0006000000000000001,35.54457664489746,36.04457664489746,41.88026809692383,42.38026809692383,45.08381271362305,15.852
2,0.0009,35.50836811065674,36.00836811065674,41.862911224365234,42.362911224365234,45.066314697265625,0.593
3,0.0012000000000000001,35.41708068847656,35.91708068847656,41.83696365356445,42.33696365356445,45.04032516479492,0.673
4,0.0015,35.202758598327634,35.702759170532225,41.82073211669922,42.32073211669922,45.023193359375,0.615
5,0.0015,34.838079833984374,35.338079833984374,41.82905578613281,42.32905578613281,45.029014587402344,0.595
6,0.0014998239735138632,34.40081901550293,34.90081901550293,41.864967346191406,42.364967346191406,45.060550689697266,0.58
7,0.0014992959766829826,33.927283477783206,34.427283477783206,41.917274475097656,42.417274475097656,45.107757568359375,0.581
8,0.0014984162573511634,33.61689834594726,34.11689834594726,41.98353958129883,42.48353958129883,45.16842269897461,0.583
9,0.001497185228462146,33.39785251617432,33.89785251617432,42.062461853027344,42.562461853027344,45.24075698852539,0.578
10,0.0014956034678657696,32.73659782409668,33.23659839630127,42.138057708740234,42.638057708740234,45.30980682373047,0.591
11,0.0014936717180467271,32.204590797424316,32.704590797424316,42.21455383300781,42.71455383300781,45.37992477416992,0.589
12,0.0014913908857760387,31.738587379455566,32.238587379455566,42.29352951049805,42.79352951049805,45.4527473449707,0.58
13,0.0014887620416854114,31.332104873657226,31.832104873657226,42.3773078918457,42.8773078918457,45.53022003173828,0.611
14,0.0014857864197646794,31.33632869720459,31.83632926940918,42.4626350402832,42.9626350402832,45.60926818847656,0.57
15,0.001482465416782565,30.341969108581544,30.841969108581544,42.55147933959961,43.05147933959961,45.69178771972656,0.597
16,0.0014788005916310293,30.035987091064452,30.535987091064452,42.63945388793945,43.13945388793945,45.77360916137695,0.572
17,0.0014747936645935218,29.591223907470702,30.091223907470702,42.720375061035156,43.220375061035156,45.849037170410156,0.571
18,0.001470446516537474,29.234281158447267,29.734281158447267,42.797645568847656,43.297645568847656,45.92108154296875,0.594
19,0.001465761188031411,28.532672691345216,29.032642364501953,42.87571334838867,43.37571334838867,45.99399948120117,0.618
20,0.001460739878387102,27.986724662780762,28.47768669128418,42.93604278564453,43.43604278564453,46.05030822753906,0.589
21,0.001455384944627193,27.46120662689209,27.955811309814454,42.9813117980957,43.4813117980957,46.09284210205078,0.572
22,0.001449698900378813,26.819936180114745,27.314404678344726,43.01953887939453,43.51953887939453,46.12919998168945,0.579
23,0.0014436844146936668,26.38487720489502,26.883764839172365,43.05315017700195,43.55315017700195,46.16168975830078,0.598
24,0.0014373443107951695,25.84252986907959,26.34252986907959,43.07910919189453,43.57910919189453,46.18722915649414,0.581
