epoch,lr,train_loss,train_mae,val_loss,val_mae,val_rmse,epoch_time_sec
1,0.0006000000000000001,34.660811233520505,35.160811233520505,44.63102340698242,45.13102340698242,47.214149475097656,17.391
2,0.0009,34.62814807891846,35.12814807891846,44.60369873046875,45.10369873046875,47.18630599975586,0.633
3,0.0012000000000000001,34.5515739440918,35.0515739440918,44.55278396606445,45.05278396606445,47.13483810424805,0.618
4,0.0015,34.38674964904785,34.88674964904785,44.48044967651367,44.98044967651367,47.06217575073242,0.609
5,0.0015,34.07949295043945,34.57949295043945,44.404415130615234,44.904415130615234,46.98601150512695,0.614
6,0.0014998239735138632,33.63821525573731,34.13821525573731,44.33722686767578,44.83722686767578,46.918861389160156,0.598
7,0.0014992959766829826,33.338581275939944,33.838581275939944,44.272804260253906,44.772804260253906,46.85508728027344,0.595
8,0.0014984162573511634,32.78128719329834,33.28128719329834,44.20859909057617,44.70859909057617,46.7919921875,0.626
9,0.001497185228462146,32.21833610534668,32.71833610534668,44.135162353515625,44.635162353515625,46.719905853271484,0.615
10,0.0014956034678657696,31.674182510375978,32.17418251037598,44.04555892944336,44.54555892944336,46.63203430175781,0.631
11,0.0014936717180467271,31.21721248626709,31.71721248626709,43.94102096557617,44.44102096557617,46.52973175048828,0.595
12,0.0014913908857760387,30.920228576660158,31.420228576660158,43.827022552490234,44.327022552490234,46.418212890625,0.608
13,0.0014887620416854114,30.165821266174316,30.665821266174316,43.70951461791992,44.20951461791992,46.30331802368164,0.655
14,0.0014857864197646794,29.588696670532226,30.088696670532226,43.58144760131836,44.08144760131836,46.178470611572266,0.619
15,0.001482465416782565,29.013965797424316,29.513965797424316,43.443050384521484,43.943050384521484,46.04375457763672,0.604
16,0.0014788005916310293,28.280127716064452,28.780127716064452,43.29226303100586,43.79226303100586,45.89723205566406,0.598
17,0.0014747936645935218,27.62724666595459,28.12724666595459,43.13152313232422,43.63152313232422,45.74109649658203,0.607
18,0.001470446516537474,27.09348545074463,27.587158584594725,42.96204376220703,43.46204376220703,45.57632064819336,0.591
19,0.001465761188031411,26.466282272338866,26.951220703125,42.778656005859375,43.278656005859375,45.397159576416016,0.606
20,0.001460739878387102,25.85976791381836,26.35273551940918,42.588130950927734,43.088130950927734,45.210384368896484,0.616
21,0.001455384944627193,25.24015941619873,25.733398818969725,42.387977600097656,42.887977600097656,45.01361846923828,0.611
22,0.001449698900378813,24.594299125671387,25.08413162231445,42.184417724609375,42.684417724609375,44.81295394897461,0.601
23,0.0014436844146936668,24.578269004821777,25.073047637939453,41.984161376953125,42.484161376953125,44.61514663696289,0.595
24,0.0014373443107951695,23.56641902923584,24.063916778564455,41.78542709350586,42.28542709350586,44.418216705322266,0.626
25,0.0014306815647532178,23.03334484100342,23.533204078674316,41.578887939453125,42.078887939453125,44.213043212890625,0.619
26,0.0014236993040872084,22.412545013427735,22.910303115844727,41.3631706237793,41.8631706237793,43.99836730957031,0.615
27,0.0014164008062979684,21.75176944732666,22.24082088470459,41.143714904785156,41.643714904785156,43.77957534790039,0.634
28,0.0014087894973292849,21.090629959106444,21.578955268859865,40.92662048339844,41.42662048339844,43.5627555847168,0.623
29,0.001400868949959751,20.74369297027588,21.23544979095459,40.71678924560547,41.21678924560547,43.352569580078125,0.611
30,0.0013926428821256919,19.974524688720702,20.46801815032959,40.51605224609375,41.01605224609375,43.151004791259766,0.594
31,0.001384115155175949,19.2083459854126,19.698535537719728,40.32652282714844,40.82652282714844,42.96001434326172,0.603
32,0.0013752897720593477,18.824447250366212,19.317334938049317,40.14044189453125,40.64044189453125,42.77190017700195,0.621
33,0.0013661708754456987,18.38187837600708,18.876270484924316,39.957027435302734,40.457027435302734,42.58598709106445,0.6
34,0.0013567627457812105,17.64859046936035,18.148291492462157,39.77628707885742,40.27628707885742,42.402347564697266,0.606
35,0.0013470697992792329,16.967177295684813,17.461523818969727,39.597511291503906,40.097511291503906,42.22012710571289,0.626
36,0.0013370965858472668,16.855304718017578,17.347803115844727,39.42141342163086,39.92141342163086,42.039649963378906,0.616
37,0.0013268477869512218,17.404195880889894,17.892530059814455,39.26342010498047,39.76342010498047,41.87682342529297,0.605
38,0.0013163282134179156,15.994290637969971,16.487060832977296,39.1126708984375,39.6126708984375,41.7210578918457,0.615
39,0.0013055428031768543,15.032180500030517,15.522314453125,38.959625244140625,39.459625244140625,41.56291580200195,0.603
40,0.0012944966189423481,14.79118242263794,15.265088176727295,38.806846618652344,39.306846618652344,41.405025482177734,0.651
41,0.001283194845837053,13.99211015701294,14.480957508087158,38.6565055847168,39.1565055847168,41.249603271484375,0.607
42,0.001271642788958054,13.770923519134522,14.26391658782959,38.51152420043945,39.01152420043945,41.09939193725586,0.601
43,0.001259845870886631,13.241501235961914,13.729199409484863,38.375152587890625,38.875152587890625,40.95758056640625,0.606
44,0.0012478096291428783,13.31933660507202,13.81020565032959,38.255615234375,38.755615234375,40.8324089050293,0.675
45,0.0012355397135863709,11.972531795501709,12.449414348602295,38.150386810302734,38.650386810302734,40.721527099609375,0.607
46,0.0012230418837640964,11.9311954498291,12.418506145477295,38.05227279663086,38.55227279663086,40.617713928222656,0.597
